Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
"Sheet (trimmed within plateline): 13 3/8 × 9 5/8 in. (34 × 24.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775235,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 17 in. × 12 15/16 in. (43.2 × 32.8 cm)""","Harris Brisbane Dick Fund, 1941",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775309,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 12 3/4 × 9 13/16 in. (32.4 × 24.9 cm)""","Harris Brisbane Dick Fund, 1941",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775311,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 14 3/8 × 10 5/16 in. (36.5 × 26.2 cm)""","Harris Brisbane Dick Fund, 1953",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775312,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 3/8 × 10 3/4 in. (21.3 × 27.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775333,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 5/16 × 10 13/16 in. (18.5 × 27.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775335,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 1/8 × 13 5/16 in. (23.2 × 33.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775337,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 13/16 × 9 1/16 in. (19.9 × 23 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775338,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 15/16 × 9 9/16 in. (17.7 × 24.3 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775339,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 10 11/16 × 7 5/8 in. (27.1 × 19.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 2018",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775375,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 9/16 × 9 7/16 in. (19.2 × 24 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775385,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Image with text: 16 7/16 × 20 9/16 in. (41.8 × 52.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 17 15/16 in. × 24 in. (45.5 × 61 cm)""","Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775386,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 7/8 × 10 5/8 in. (17.4 × 27 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775400,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Image with text: 16 7/16 × 20 9/16 in. (41.8 × 52.2 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 20 1/16 × 24 1/8 in. (50.9 × 61.2 cm)""","Gift of George S. Amory, in memory of his wife, Renée Carhart Amory, 1966",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775408,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Image: 6 3/4 × 9 5/8 in. (17.2 × 24.4 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sheet: 19 5/16 × 13 7/8 in. (49 × 35.3 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 13 3/4 × 9 13/16 in. (35 × 25 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775423,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 3/8 × 10 1/8 in. (21.2 × 25.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775437,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 20 1/2 × 27 9/16 in. (52 × 70 cm)""","Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775449,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 in. × 7 9/16 in. (15.2 × 19.2 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775453,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 11 in. × 8 13/16 in. (28 × 22.4 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775459,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 1/2 × 8 3/4 in. (16.5 × 22.2 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775463,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 5/16 × 8 3/16 in. (16 × 20.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775467,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 3/16 × 5 in. (18.3 × 12.7 cm)""","Rogers Fund, 1922",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775481,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 × 4 3/16 in. (10.2 × 10.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775482,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 15/16 × 8 11/16 in. (27.8 × 22 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775484,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 15/16 × 4 3/16 in. (10 × 10.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775499,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 × 4 3/8 in. (10.1 × 11.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775503,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 1/4 × 10 13/16 in. (21 × 27.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775507,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 4 5/8 × 7 1/16 in. (11.7 × 17.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775510,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 5 3/16 × 6 5/8 in. (13.2 × 16.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775522,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 5/16 × 7 13/16 in. (13.5 × 19.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1949",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775529,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 3 3/4 × 4 in. (9.6 × 10.2 cm)""","Rogers Fund, 1922",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775534,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 1/16 × 6 1/4 in. (15.4 × 15.9 cm)""","Rogers Fund, 1922",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775538,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 11 13/16 in. × 16 in. (30 × 40.6 cm)""","Harris Brisbane Dick Fund, 1947",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775544,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 5/16 × 6 1/8 in. (11 × 15.6 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775545,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 20 9/16 × 15 1/4 in. (52.2 × 38.7 cm)""","Gift of Harry Shaw Newman, 1941",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775547,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 20 1/8 × 15 1/4 in. (51.1 × 38.7 cm)""","Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",,London,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775548,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 1/2 × 5 1/16 in. (13.9 × 12.9 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775549,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 16 3/4 in. × 14 in. (42.5 × 35.5 cm)""","Gift of Georgiana W. Sargent, in memory of John Osborne Sargent, 1924",,London,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775550,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 5/8 × 5 9/16 in. (16.9 × 14.1 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775551,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 5 15/16 × 4 15/16 in. (15.1 × 12.6 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775577,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 × 6 1/2 in. (15.2 × 16.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1951",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775580,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 3/16 × 10 1/16 in. (18.2 × 25.5 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775588,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 4 13/16 × 4 1/2 in. (12.3 × 11.4 cm)""","Harris Brisbane Dick Fund, 1923",,,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/775591,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 in. × 7 7/8 in. (15.3 × 20 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775593,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 9 1/16 × 10 7/8 in. (23 × 27.7 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775595,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet (inset): 8 1/4 × 11 5/16 in. (21 × 28.8 cm)""","The Elisha Whittelsey Collection, The Elisha Whittelsey Fund, 1959",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775598,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 9/16 × 8 7/8 in. (26.8 × 22.5 cm)""","Harris Brisbane Dick Fund, 1923",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775603,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 12 1/16 × 9 3/4 in. (30.7 × 24.7 cm)""","Rogers Fund, 1917",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775646,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 3 1/2 × 5 1/2 in. (8.9 × 14 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775649,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 7/8 × 6 5/16 in. (22.5 × 16 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775650,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 5 3/8 × 5 1/8 in. (13.7 × 13 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775651,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 1/2 in. × 36 in. (19.1 × 91.4 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775652,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 1/4 × 6 1/16 in. (18.4 × 15.4 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775653,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 5 3/16 × 7 15/16 in. (13.2 × 20.2 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775654,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 5 1/2 × 7 11/16 in. (14 × 19.5 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775655,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 16 13/16 × 3 7/8 in. (42.7 × 9.8 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775656,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 8 1/8 in. × 8 in. (20.6 × 20.3 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775657,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 6 in. × 4 1/2 in. (15.2 × 11.4 cm)""","Harris Brisbane Dick Fund, 1924",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775658,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 11/16 × 7 7/8 in. (27.1 × 20 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775659,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 7 5/16 × 10 7/16 in. (18.6 × 26.5 cm)""","Harris Brisbane Dick Fund, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775660,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 10 7/16 × 15 1/2 in. (26.5 × 39.4 cm)""","Anonymous Gift, 1942",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/775661,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 5 5/16 × 3 3/8 in. (13.5 × 8.5 cm),The Jefferson R. Burdick Collection"," Gift of Jefferson R. Burdick""",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/775731,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 5 3/8 × 3 3/8 in. (13.6 × 8.5 cm),The Jefferson R. Burdick Collection"," Gift of Jefferson R. Burdick""",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/775800,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 5 5/16 × 3 5/16 in. (13.5 × 8.4 cm),The Jefferson R. Burdick Collection"," Gift of Jefferson R. Burdick""",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/775801,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 5 3/8 × 3 3/8 in. (13.6 × 8.5 cm),The Jefferson R. Burdick Collection"," Gift of Jefferson R. Burdick""",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/775802,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 5 3/8 × 3 3/8 in. (13.7 × 8.5 cm),The Jefferson R. Burdick Collection"," Gift of Jefferson R. Burdick""",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/775804,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
",Sheet: 5 3/8 × 3 5/16 in. (13.6 × 8.4 cm),The Jefferson R. Burdick Collection"," Gift of Jefferson R. Burdick""",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/775806,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
2011.604.17.4,FALSE,TRUE,776327,Greek and Roman Art,Bowl fragment?,Terracotta rim fragment of a bowl?,Roman?,,,,,,,,,,,,,,,0,0,Terracotta,,"Gift of Dietrich von Bothmer, Distinguished Research Curator, Greek and Roman Art, 2011",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/776327,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY"
"Plate: 6 × 5 7/8 in. (15.2 × 14.9 cm)""","Harris Brisbane Dick Fund, 1937",,Nuremberg,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/776376,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 6 13/16 × 8 1/4 in. (17.3 × 20.9 cm)""","Harris Brisbane Dick Fund, 1937",,Nuremberg,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/776391,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Image with text: 17 5/16 × 23 3/4 in. (44 × 60.4 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sheet: 19 7/8 × 27 15/16 in. (50.5 × 71 cm)""","Bequest of Adele S. Colgate, 1962",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/776393,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Plate: 7 × 4 13/16 in. (17.8 × 12.3 cm)""","Harris Brisbane Dick Fund, 1937",,Nuremberg,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/776394,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Length (of jacket sleeve): 27 9/16 in. (70 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Length at CB (of jacket): 23 5/8 in. (60 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Width (of jacket waist): 35 7/16 in. (90 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Length (of trousers): 39 3/8 in. (100 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Width (of trouser waist): 33 7/16 in. (85 cm)""","Swiss National Museum, Zurich (LM-16618.1-.2 [uniform], LM 70591 [halberd], LM 450-c [collar], AG–2419 [gloves], AD–2248 [wig])",,,,,,,,,,,,Main dress-Uniform,,http://www.metmuseum.org/art/collection/search/776399,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Marie Antoinette: 16 × 10 1/4 × 5 7/8 in. (40.7 × 26 × 15 cm)""","Victoria and Albert Museum, London (A-1983 and C.367)",,,,,,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/776402,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
"Diam. of saucers: 5 5/16 in. (13.5 cm)""","Powis Castle, The Clive Collection (The National Trust), County of Powys, Wales (1181042.1–.24)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fire Screen: 49 5/8 × 33 1/16 × 22 5/16 in. (126 × 84 × 56.6 cm)""",Musée National des Châteaux de Versailles et de Trianon (OA 9496 and OA 9370 / VMB 14942),,,,,,,,,,,,Woodwork-Furniture,,http://www.metmuseum.org/art/collection/search/776406,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
Marie Antoinette saucer: 5 1/2 in. (14 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Louis XVI cup: 3 in. (7.6 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Louis XVI saucer: 5 13/16 in. (14.8 cm)""","Nationalmuseum, Stockholm",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bequest 1940 from consul Hjalmar Wicander (NMK 106/1940),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bequest 1940 from Eva Charlotta Mörner (NMK 379)""",,,,,,,,,,,,Ceramics-Porcelain,,http://www.metmuseum.org/art/collection/search/776408,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,,
Height of the columns: 44 1/2 in. (113 cm),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Height: 44 1/2 in. (113 cm)""",The Al Thani Collection (BELM0348),,,,,,,,,,,,Stone,,http://www.metmuseum.org/art/collection/search/776410,12/24/18 8:00,"Metropolitan Museum of Art, New York, NY",,,,,,,,,,,,,,,,,,,,,,,,,
